"job_title_short","job_title","name","job_country","salary_year_avg","skills"
"Data Analyst","Data Analyst","Get It Recruit - Information Technology","United States","115000.0","sql"
"Data Analyst","Data Analyst","Get It Recruit - Information Technology","United States","115000.0","python"
"Data Analyst","Retail Systems Data Analyst","Get It Recruit - Information Technology","United States","110000.0","sql"
"Data Analyst","Retail Systems Data Analyst","Get It Recruit - Information Technology","United States","110000.0","excel"
"Data Analyst","Retail Systems Data Analyst","Get It Recruit - Information Technology","United States","110000.0","power bi"
"Data Analyst","Retail Systems Data Analyst","Get It Recruit - Information Technology","United States","110000.0","alteryx"
"Data Analyst","Retail Systems Data Analyst","Get It Recruit - Information Technology","United States","110000.0","flow"
"Data Analyst","Healthcare Data Analyst","Get It Recruit - Information Technology","United States","103500.0","sql"
"Data Analyst","Pricing Data Analyst","Get It Recruit - Information Technology","United States","72500.0","excel"
"Data Analyst","Pricing Data Analyst","Get It Recruit - Information Technology","United States","72500.0","sap"
"Data Analyst","Data Quality Analyst","Get It Recruit - Information Technology","United States","83500.0","sql"
"Data Analyst","Data Quality Analyst","Get It Recruit - Information Technology","United States","83500.0","python"
"Data Analyst","Data Quality Analyst","Get It Recruit - Information Technology","United States","83500.0","aws"
"Data Analyst","Asset Verification Data Analyst","Get It Recruit - Information Technology","United States","70000.0","excel"
"Data Analyst","Lead Data Analyst - Looker Studio Expert","Get It Recruit - Information Technology","United States","81500.0","sql"
"Data Analyst","Lead Data Analyst - Looker Studio Expert","Get It Recruit - Information Technology","United States","81500.0","looker"
"Data Analyst","Data Analyst","Get It Recruit - Information Technology","United States","84000.0","arch"
"Data Analyst","Data Analyst","Get It Recruit - Information Technology","United States","84000.0","word"
"Data Analyst","Data Insights Manager","Get It Recruit - Information Technology","United States","130000.0","sql"
"Data Analyst","Data Insights Manager","Get It Recruit - Information Technology","United States","130000.0","python"
"Data Analyst","Data Insights Manager","Get It Recruit - Information Technology","United States","130000.0","r"
"Data Analyst","Data Insights Manager","Get It Recruit - Information Technology","United States","130000.0","sql server"
"Data Analyst","Data Insights Manager","Get It Recruit - Information Technology","United States","130000.0","excel"
"Data Analyst","Data Insights Manager","Get It Recruit - Information Technology","United States","130000.0","tableau"
"Data Analyst","Data Insights Manager","Get It Recruit - Information Technology","United States","130000.0","power bi"
"Data Analyst","Technical/Data Analyst","Get It Recruit - Information Technology","United States","82500.0","sql"
"Data Analyst","Technical/Data Analyst","Get It Recruit - Information Technology","United States","82500.0","python"
